,A/C,ABS,Adjustable Driver Seat,Alternator (Amps),Arm-rest,Axle Configuration,Axle Types,Battery(Volts),Body Brakes,Body Material,Body Option,Brakes,Bulker Air Inlet Pipe,Bulker Discharge Pipe,Bulker Electricals,Bulker Equipments,Bulker Pressure,Bulker Type,Cabin Type,Canopy Length,Chassis,Chassis Type,Clutch,Company,Cruise Control,Displacement (cc),Driver Information Display,Electricals,Emission Norms,Engine,Engine Cylinders,Engine Displacement,External/Interior Surface,Floor Material,Floor Type,Fog Lights,Front Axle,Front Suspension,Front Tyre,Fuel Tank (Litres),Fuel Type,GVW / GCW (Kgs),Gearbox,Gradeability (%),Ground Clearance (mm),Height {mm (ft.)},Hill Hold,Kerb Weight (Kgs),Landing Gear,Length {mm (ft.)},Loading Platform Area(Sq.ft),Max Power,Max Speed (km/h),Max Torque,Mileage,Model,Navigation System,No. Of Axles,No. Of Valves,Number of Tyre,Overall Height (mm),Overall Length (mm),Overall Width (mm),Parking Brakes,Payload (Kgs),Power Steering,Pump Type,Rear Axle,Rear Board Material,Rear Suspension,Rear Tyre,Refrigerating Unit,Seat Belts,Seat Type,Seating Capacity,Side Board Material,Size (Cu. M),Steering,Telematics,Temperature Range,Tiltable Cabin,Tiltable Steering,Transmission,Tubeless Tyres,Turning Radius (mm),Water Tank Capacity (KL),Water Tank Type,Wheelbase (mm),Width {mm (ft.)}
132,No ,No ,No ,,No ,,No ,,,No ,Transit Mixer ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Ladder type Heavy Duty Frame ,Chassis with Cabin ,Single Plate dry friction type ,TATA,No ,5883 cc,Yes ,24 V ,BS-IV ,Cummins ISBe 5.9 180 40 ,6,,No ,No ,No ,No ,"Heavy Duty Forged I Beam, Reverse Elliot Type ",Semi elliptical Leaf spring ,10 x 20 - 16 PR ,300 Ltr,,25000,6-Speed ,28,235,No ,No ,,Yes ,No ,,177.1 bhp  ,,700Nm  ,,LPK-2518-RMC,No ,No ,No ,,3010,6830,2592,Yes ,,Yes ,No ,RA-109SRT Extra heavy duty hypoid gears ,No ,Semi elliptical Leaf spring ,10 x 20 16 PR ,No ,Yes ,Standard ,,No ,7,Hydraulic Power Steering ,No ,No ,No ,No ,Manual ,No ,8500,No ,No ,3880 mm,No 
133,,,,,,,,,,,Scoop Body ,Air Brakes ,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,"430 Dia , Single plate, Dry friction type, Pull type ",TATA,,6700 cc,Yes ,"12 V,100 Ah ",BS-VI ,Cummins ISBe 6.7 Litre Engine ,,,,,,,Heavy duty straight front Axle ,compensating linkage parabolic spring ,12 X 24 20PR ,300 Ltr,Diesel ,35000,9-Speed ,53,,,,,,,,300 bhp  ,71,1100 Nm @ 1100-1700 rpm ,,PRIMA-FL-3530-K-BS6,,,,12,,,,Yes ,,Yes ,,"Planetary hub reduction, fully floating Axle shafts ",,Heavy duty Bogie suspension with upward U bolt ,12 X 24 20PR ,,Yes ,Standard ,D+2 ,,,Power Steering ,,,Yes ,Yes ,Manual ,,,,,5250 mm,
134,No ,,Yes ,,No ,,,,No ,No ,Deck Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry Friction type 352 mm ,TATA,No ,0 cc,No ,No ,BS-IV ,NG 5L DICR ,,,No ,No ,No ,No ,"Heavy Duty, Durable with Best in class Turning Circle Diameter ",Parabolic Leaf Springs ,9.00 R20.16 PR ,160 Ltr,,15710,6-Speed ,27.2,273,,No ,,No ,,,177.5 bhp  ,,590 Nm  ,,ULTRA-1518,No ,,No ,,575,6635,2330,Yes ,,Yes ,No ,"Single Reduction Hypoid Gears, Fully Floating Axle Shafts, Banjo Type ",No ,Semi-elliptical at Rear with Parabolic Aux springs ,9.00 R20.16 PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,No ,8500,No ,No ,4920 mm,
135,,,,,,4x2 ,. ,,Hydraulic Vacuum assisted ,. ,Deck Body ,Hydraulic Brakes ,. ,. ,,. ,. ,. ,Day Cabin ,. ,. ,Chassis with Cabin ,"260 mm dia., Single plate diaphragm type ",SML-ISUZU,,3455 cc,,. ,BS-IV ,4-Cylinder In-line Direct Injec on / Common Rail Direct Injec on Diesel Turbo-charger with Inter-cooler ,4,,. ,. ,. ,,,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25' x 16' - 16 PR ,90 Ltr,,7200,5-Speed ,,228,5805.6) ,,2730,. ,4270 (14) ,,99.1bhp  ,,310 Nm  ,,SARTAJ-HG-72-BS-IV,,. ,. ,,,,,,4470 Kgs,Optional ,. ,,. ,Semi Elliptical tyrpe Multi leaf s PR ing ,8.25' x 16' - 16 PR ,,,,,.. ,,Mechanical Steering ,,. ,,,Manual ,,6250,,. ,3335 mm,2080 (6.8) 
136,,,Yes ,,,,,,,,Box body ,Air Brakes ,,,,,,,Day and Sleeper Cabin ,,Yes ,Chassis with Cabin ,"430 Dia , Single plate, Dry friction type, Pull type ",TATA,,6700 cc,Yes ,"12 V,100 Ah ",BS-VI ,Cummins ISBe 6.7 Litre Engine ,,,,,,,Heavy duty forged I-beam Reverse Elliot type ,Parabolic leaf spring with rubber bush ,295/90R20 ,365 Ltr,Diesel ,55000,9-Speed ,15.58,,,,,,,,300 bhp  ,90,1100 Nm @ 1100-1700 rpm ,,PRIMA-FL-5530-S-BS6,,,,22,,,,Yes ,,Yes ,,Single reduction axle in pressed steel welded beam with differential carrier housing. Fully floating axle shafts ,,Two spring balance beam Bogie with semi elliptic multileaf spring & rubber Mounted torque rods and V-rod ,295/90R20 ,,Yes ,Standard ,D+2 ,,,Power Steering ,,,Yes ,Yes ,Manual ,,,,,3890 mm,
137,No ,Yes ,Yes ,,No ,. ,NA ,12 V ,NA ,NA ,Customizable ,Air Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,NA ,Chassis with Cabin ,310,EICHER,No ,0 cc,Yes ,12 V ,BS-IV ,"E483, 4 Cyl 2 V TCI ",4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,7.50 x 16 - 16PR ,100 Ltr,,7450,5-Speed ,33,210,NA ,NA ,,NA ,4315(14.1) ,,110 bhp  ,,Nm  ,,PRO-1075,No ,NA ,NA ,,,,,Yes ,,Yes ,NA ,,NA ,Semi-elliptical laminated leaves (with shock absorber) ,7.50 X 16 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Tilt and telescopic steering power steering ,,NA ,. ,Yes ,Manual ,Yes ,,NA ,NA ,3515 mm,2007(6.6) 
138,No ,No ,No ,,No ,4x2 ,No ,,With Vacuum Tank (308 mm) ,No ,Customizable ,Hydraulic Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry friction type 280 mm dia ,TATA,No ,2956 cc,Yes ,12 V ,BS-IV ,4SP CR Turbo Intercooled Water-cooled Common ,4,,No ,No ,No ,Yes ,- ,Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic with Anti-roll Bar ,7.50 x 16-16 PR Diagonal Ply ,60 Ltr,,6250,5-Speed ,36.4,210,NA ,No ,2275,No ,NA ,,83.8bhp  ,80,250 Nm  ,,SFC-407-EX-HT,No ,No ,No ,,2260,4995,2055,Cable-operated ,3975 Kgs,Yes ,No ,- ,No ,Semi-elliptical Leaf Springs with auxiliary & Hydraulic Double Acting Telescopic type shock absorber ,7.50 x 16-16 PR Diagonal Ply ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,No ,No ,Manual ,No ,5500,No ,No ,3100 mm,NA 
139,No ,No ,,,No ,,,12 - V - 50Ah ,,,Box body ,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,Wet Multiplate Clutch ,ATUL,No ,435 cc,Yes ,,BS-IV ,"Four Stroke, Air Cooled ",1,,,,,No ,Bolted Axle on Leading Links ,Leading link Type with Double Coil Spring with Shock Absorbers ,4.5 X 10-8 PR ,7 Ltr,,990,4-Speed ,,,400,No ,,,1520,,7.5 bhp  ,50,18 Nm  ,36,SHAKTI,No ,,,3,1810,2960,1310,Yes ,,No ,,Fully Floating Axle Shaft ,,Two sets of longitudinal leaf Springs with Shock Absorbers ,4.5 X 10-8 PR ,,Yes ,Standard ,D+1 ,,,Handle Bar ,No ,,No ,,Manual ,No ,,,,1845 mm,1300
140,No ,No ,Yes ,,No ,,No ,,No ,No ,Box body ,,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,,MAHINDRA,No ,3500 cc,Yes ,,BS-IV ,"MDI Tech, 4 Cylinder with FuelSmart Technology ",4,,No ,No ,No ,No ,,,8.25 R 20 ,190 Ltr,,14000,6-Speed ,,,1900 mm (6.2 ft) ,No ,,No ,5796 mm (19 ft) ,,140 bhp  ,,525 Nm  ,,FURIO-14,No ,No ,No ,6,,,,,,,No ,,No ,,8.25 R 20 ,No ,Yes ,Standard ,,No ,No ,,No ,No ,,,Manual ,,,No ,No ,4500 mm,2135 mm (7 ft) 
141,No ,Yes ,Yes ,,No ,. ,NA ,,NA ,NA ,Customizable ,Hydraulic Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,NA ,Chassis with Cabin ,275 mm dia ,EICHER,No ,0 cc,Yes ,12V ,BS-IV ,E483 4Cyl 2V CRS Engine ,4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,7.50 x 16 - 16PR ,60 Ltr,,6250,5-Speed ,29,210,NA ,NA ,,NA ,3068(10) ,,95 bhp  ,,300 Nm  ,,PRO-1055,No ,NA ,NA ,,,,,Yes ,,Yes ,NA ,,NA ,Semi-elliptical laminated leaves (with shock absorber) ,7.50 X 16 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Tilt and telescopic steering power steering ,,NA ,. ,Yes ,Manual ,Yes ,,NA ,NA ,2815 mm,1850(6) 
142,No ,No ,No ,,No ,4x4 ,No ,,"Vacuum Assisted Dual Circuit Hydraulic with
Tandem Master Cylinder (308 mm) ",No ,Half Body ,Vacuum Assisted Dual Circuit Hydraulic with Tandem Master Cylinder ,No ,No ,No ,No ,,No ,Day Cabin ,No ,,Chassis with Cabin ,Single Plate dry Friction Type (280 mm) ,TATA,No ,2956 cc,No ,12 V ,BS-IV ,4SP CR Turbo Intercooled Water-cooled Common ,4,,No ,No ,No ,No ,,Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic with Anti-roll Bar ,8.25 x 16-16 PR ,60 Ltr,,5950,5-Speed ,23,223,444(1.5) ,No ,2390,No ,2883(9.6) ,,83.8bhp  ,105,250 Nm  ,,SFC-407-BS-IV,No ,No ,No ,,2330,5050,1980,Cable-operated ,3560 Kgs,No ,No ,,No ,Semi-elliptical Leaf Springs & Hydraulic Double Acting Telescopic type shock absorber ,8.25 x 16-16 PR ,No ,Yes ,Standard ,,No ,No ,Mechanical Steering ,No ,No ,No ,No ,Manual ,No ,6000,No ,No ,3100 mm,1908(6.2) 
143,No ,No ,No ,,No ,,,48 V 105 Ah ,,,Deck Body ,Drum Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,LOHIA,No ,0 cc,Yes ,,BS-IV ,BLDC Geared Motor ,,,,,,No ,,Hydraulic (Telescopic Type) ,"3 x 17, 6 PR ",,,320,,,220,270,No ,,,1296,,1950 W ,25,,,NARAIN-CARGO,No ,,,3,1800,2790,1000,Yes ,,No ,,,,Leaf Spring ,"3 x 17, 6 PR ",,No ,Standard ,D+1 ,,,Handle Bar ,No ,,No ,No ,Automatic ,No ,2400,,,2040 mm,926
144,Yes ,Yes ,Yes ,,No ,8x4 ,No ,,No ,No ,Rock/Scoop Body ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,No ,Chassis with Cabin ,"400 mm dia., Dual friction Discs drag type, power assisted ",VOLVO,No ,12800 cc,Yes ,No ,E-III ,"Volvo D13A, DI Heavy Duty Turbocharged Intercooled,with Engine Management System (EMS) ",6,,No ,No ,No ,Yes ,Twin heavy-duty straight Axles ,Parabolic Leaf springs Suspension ,12 R 20 ,270 Ltr,,31000,14-Speed ,39,390,No ,No ,17240,No ,No ,,440bhp  ,87,2200Nm  ,,FMX-440,No ,No ,No ,,3118,8995,2590,Yes ,13760 Kgs,Yes ,No ,"First rear Axle: Hub reduction Axle,
 Second rear Axle: Tandem Bogie Axle with differential lock ",No ,Multi leaf springs suspension ,12 R 20 ,No ,Yes ,Standard ,,No ,,,No ,No ,Yes ,Yes ,Manual ,No ,11200,No ,No ,5670 mm,No 
145,Optional ,Yes ,No ,,No ,NA ,"Single Speed Hypoid Gear, Fully Floating Axle Shafts ",,Electro-pneumatically Operated Coupled with Service Brake ,NA ,Box body ,Air Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,Ladder type Heavy Duty Frame ,Chassis with Cabin ,Single Platre Dry Type 380 mm ,TATA,No ,5883 cc,Yes ,24 V ,BS-IV ,Cummins ISBe 5.9 180 40 ,6,,NA ,NA ,NA ,No ,Extra Heavy Duty Forged I Beam Reverse elliot type ,Parabolic Leaf Springs ,10R20 - 16 PR ,400 Ltr,,35200,6-Speed ,18,,NA ,No ,5970,NA ,NA ,,178 BHP  ,80,690 Nm  ,,SIGNA-3518S,Yes ,NA ,NA ,,,5625,2565,No ,29230 Kgs,Yes ,NA ,RA 109 RR ,NA ,Semi Elliptical multi Leaf Springs ,10R20 - 16 PR ,NA ,Yes ,Standard ,,NA ,NA ,Power Steering ,YES ,NA ,No ,No ,Manual ,No ,6150,NA ,NA ,3200 mm,NA 
146,No ,No ,Yes ,,No ,4x2 ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry type (330 mm) ,TATA,No ,3783 cc,Yes ,No ,BS-IV ,497 TciC Common rail direct Injection Engine ,4,,No ,No ,No ,Yes ,"Heavy duty Forged ""I"" beam reverse Elliot type Axle ",Semi elliptical Leaf spring ,8.25 x 20-16 Ply ,160 Ltr,,10400,6-Speed ,28,217,No ,No ,,No ,,,123.3 bhp  ,80,400Nm  ,,LPT-909-HEX2,No ,No ,No ,,2390,6859,2170,Yes ,,Yes ,No ,"Single Reduction, Hypoid Gears, Fully Floating Axle Shafts ",No ,Semi elliptical Leaf spring ,8.25 x 20-16 Ply ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,Yes ,No ,Manual ,No ,6750,No ,No ,3800 mm,No 
147,,,,,,4x2 ,,,Hydraulic Vacuum assisted ,,Customizable ,Hydraulic Brakes ,,,,,,,Day Cabin ,,,Chassis with Cabin ,"260 mm dia., Single plate diaphragm type ",SML-ISUZU,,3455 cc,,,BS-IV ,SLT3&Numeral,4,,,,,,,Semi Elliptical tyrpe Multi leaf spring ,7.50 x 16 -16 PR ,90 Ltr,,6440,5-Speed ,,,,,2550,,,,99.1bhp  ,,296Nm  ,,TIPPER-BS-IV,,,,,,,,,3890 Kgs,Optional ,,,,Semi Elliptical tyrpe Multi leaf spring ,7.50 x 16 -16 PR ,,,,,,3.5,Mechanical Steering ,,,No ,,Manual ,,2750,,,2815 mm,
148,No ,Yes ,Yes ,,No ,6x4 ,,24,,,Customizable ,Pneumatic foot operated dual line brakes ,,,,,,,Day and Sleeper Cabin ,,Yes ,Chassis with Cabin ,Single dry plate hydraulic control ,BHARAT-BENZ,No ,7200 cc,Yes ,,BS-VI ,OM926 ,6,,,,,,IF 7.0 ,Parabolic type leaf spring with 2 hydraulic shock absorbers ,11.00 R20 ,455 Ltr,Diesel ,54960,9-Speed ,23.6,255,,,,,,,281 bhp  ,80,1100 Nm  ,,5528T,No ,,,22,2910,6935,2490,Yes ,,Yes ,,RA 1 IRT390-11 ,,Bogie Suspension ,11.00 R20 ,,Yes ,Standard ,D+1 ,,,Power Steering ,,,,No ,Manual ,Yes ,7600,,,3975 mm,
149,No ,Yes ,Yes ,,No ,. ,NA ,,NA ,NA ,Customizable ,Hydraulic Brakes ,NA ,NA ,NA ,NA ,,NA ,Day Cabin ,NA ,NA ,Chassis with Cabin ,275 mm dia ,EICHER,No ,0 cc,Yes ,12 V ,BS-IV ,E483 4Cyl 2V CNG - 62-4 ,4,,NA ,NA ,NA ,No ,,Semi-elliptical laminated leaves (with shock absorber) ,8.25 x 16 - 16PR ,270 Ltr,,6450,5-Speed ,17,230,NA ,NA ,,NA ,4300(14.1) ,,83 bhp  ,,230 Nm  ,,PRO-1059-CNG,No ,NA ,NA ,,,,,Yes ,,Optional ,NA ,,NA ,Semi-elliptical laminated leaves (with shock absorber) ,8.25 X 16 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Tilt and telescopic steering Manual steering ,,NA ,. ,Yes ,Manual ,Yes ,,NA ,NA ,3350 mm,2007(6.6) 
150,Optional ,Yes ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,No ,No ,,No ,Yes ,Chassis with Cowl ,,MAHINDRA,No ,7200 cc,Yes ,24V (2x12) ,BS-IV ,mPower 7.2 ltr FuelSmart ,,,No ,No ,No ,No ,,Semi elliptical Leaf spring ,295/80R 22.5 ,330 Ltr,Diesel ,35000,6-Speed ,20.5,,,No ,,No ,8365,,273 bhp  ,80,950 Nm  ,,BLAZO-X-31,No ,No ,No ,12,,,,Yes ,,Yes ,No ,"Single reduction,fully floating axle shaft ",No ,Semi elliptical Leaf spring ,295/80R 22.5 ,No ,Yes ,Standard ,,No ,No ,Power Steering ,No ,No ,,Yes ,Manual ,,,No ,No ,6100 mm,
151,No ,No ,,,No ,,,12 V 50 /60 Ah ,,,Box body ,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,Wet Multiplate Clutch ,ATUL,No ,435 cc,Yes ,,BS-IV ,"Four Stroke, Air Cooled ",1,,,,,No ,,Leading link with dual action shock absorber ,4.5 X 10-8 PR ,10.5 Ltr,,995,4-Speed ,,,,No ,420,,,,8 bhp  ,,21 Nm  ,,GEM-XL-HD,No ,,,3,1830,3130,1450,Yes ,,No ,,,,Swing Arm Triangle with Heavy Duty Rubber Spring & Dual Acting Shock Absorbers ,4.5 X 10-8 PR ,,Yes ,Standard ,D+1 ,,,Handle Bar ,No ,,No ,,Manual ,No ,,,,2100 mm,
152,No ,No ,Yes ,,No ,,,,No ,No ,Deck Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry Friction type 330 mm ,TATA,No ,3783 cc,No ,No ,BS-IV ,Tata 497 DICR BS-IV ,,,No ,No ,No ,No ,,Parabolic Leaf Springs ,8.25 R20-16 PR ,160 Ltr,,13850,6-Speed ,23.3,225,,No ,3850,No ,,,121.6 bhp  ,,400 Nm  ,,ULTRA-1412,No ,,No ,,2605,7290,2440,Yes ,,Yes ,No ,,No ,Semi-elliptical at Rear with Parabolic Aux springs ,8.25 R20-16 PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,Yes ,Manual ,No ,9300,No ,No ,3920 mm,
153,No ,No ,Yes ,,No ,,,,No ,No ,Deck Body ,Air Brakes ,No ,No ,No ,No ,No ,No ,Day Cabin ,No ,No ,Chassis with Cabin ,Single Plate dry friction type 280 mm dia ,TATA,No ,2956 cc,No ,No ,BS-IV ,4SPCR Turbo intercooled ,4,,No ,No ,No ,No ,,Semi elliptical Leaf spring ,8.25x16-16 PR ,60 Ltr,,7300,5-Speed ,25,230,,No ,,No ,,,83.8 bhp  ,94,250 Nm  ,,LPT-407-EX2,No ,,No ,,2360,6075,2140,Yes ,4750 Kgs,Yes ,No ,,No ,Semi elliptical Leaf spring ,8.25x16-16 PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,No ,No ,Manual ,No ,6750,No ,No ,3800 mm,
154,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cabin ,380 mm dia with ceramic lining and clutch booster ,ASHOK-LEYLAND,No ,0 cc,Yes ,2 x 12 V ,BS-IV ,N series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,Forged I Beam - Reverse Elliot Type ,Parabolic ,10 x 20-16PR ,400 Ltr,,49000,9-Speed ,,,No ,Yes ,,No ,No ,,230 Bhp  ,,800 Nm  ,,CAPTAIN-4923,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Fully floating, single speed hypoid, ",No ,"Semi-elliptical, multileaf springs ",10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
155,No ,No ,Yes ,,Yes ,4x2 ,No ,,,No ,Full Body ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Bolted Chassis Construction ,Chassis with Cabin ,"Single Plate dry , 380 mm ",TATA,No ,3783 cc,Yes ,No ,BS-IV ,CUMMINS ISBe5.9 180 40 ,6,,No ,No ,No ,No ,"Heavy duty Forged ""I"" beam reverse Elliot type Axle ",Parabolic ,10.00 X 20 - 16 PR RIB ,300 Ltr,,31000,6-Speed ,21,240,NA ,No ,,No ,NA ,,177.1 bhp  ,,700Nm  ,,LPTK-3118,No ,No ,No ,,3371,9041,2540,Yes ,,Yes ,No ,TATA RA- 109SRX ,No ,Semi elliptical Leaf springs suspension ,10.00 X 20 - 16 PR LUG ,No ,Yes ,Adjustable ,,No ,No ,Power Steering ,No ,No ,Yes ,Yes ,Manual ,Yes ,9800,No ,No ,5580 mm,NA 
156,NA ,NA ,NA ,,NA ,,NA ,12 V ,NA ,NA ,Customizable ,Air Brakes ,NA ,NA ,NA ,NA ,,NA ,Sleeper Cabin ,NA ,NA ,Chassis with Cabin ,352 mm dia ,EICHER,Yes ,0 cc,NA ,NA ,BS-IV ,"E494, 4 Cyl 4 V CRS engine with Volvo Group EMS 3.0 ",4,,NA ,NA ,NA ,NA ,NA ,Parabolic leaf spring with anti-roll bar ,10R20- 16PR ,190 Ltr,,16200,6-Speed ,22.6,258,NA ,NA ,,NA ,6096(20) ,,162.7 bhp  ,,520 Nm  ,,PRO-3016,NA ,NA ,NA ,,,,,NA ,8981 Kgs,Yes ,NA ,NA ,NA ,Semi-elliptical laminated leaves with helper leaf spring ,10R20- 16PR ,NA ,NA ,Standard ,,NA ,NA ,Tilt and telescopic power steering ,NA ,NA ,NA ,Yes ,Manual ,NA ,,NA ,NA ,4490 mm,2343(7.6) 
157,No ,No ,Yes ,,No ,,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,,No ,Day Cabin ,No ,Yes ,Chassis with Cabin ,"Single plate dry friction type,330 mm ",TATA,No ,3783 cc,Yes ,12V - 100 Ah ,BS-IV ,Tata 497 TCIC CR ,टाटा 497 टीसीआईसी सीआर ,,No ,No ,No ,No ,Heavy Duty Forged I Beam reverse Elliot Type ,Semi-elliptical leaf spring with hydraulic double acting telescopic shock absorbs ,8.25 R 20 - 16PR ,160 Ltr,,11990,5-Speed ,28.3,225,,No ,,No ,,,123 bhp  ,,400 Nm  ,,LPT-1212-CRX,No ,No ,No ,,,,,Yes ,,Yes ,No ,Fully floating heavy duty axle ,No ,Semi-elliptical Leaf spring ,8.25 R 20 - 16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,No ,9600,No ,No ,4830 mm,
158,No ,Yes ,Yes ,,No ,. ,NA ,,NA ,NA ,Customizable ,Air Brakes ,NA ,NA ,NA ,NA ,. ,NA ,Day and Sleeper Cabin ,NA ,Yes ,Chassis with Cabin ,330 mm dia. ,EICHER,No ,0 cc,Yes ,12 V ,BS-IV ,"E494, 4 Cyl 4 V CRS engine with Volvo Group EMS 3.0 ",4,,NA ,NA ,NA ,No ,. ,Parabolic with double acting telescopic shock absorber  with anti roll bar ,8.25 R 20 - 16PR ,190 Ltr,,13850,6-Speed ,22,220,NA ,NA ,,NA ,6096(20) ,,135 bhp  ,,450 Nm  ,,PRO-3014,No ,NA ,NA ,,,,,Yes ,,Yes ,NA ,. ,NA ,Semi-elliptical laminated leaves with helper leaf spring ,8.25 R 20 - 16PR ,NA ,Yes ,Standard ,,NA ,NA ,Power Steering ,No ,NA ,. ,Yes ,Manual ,Yes ,,NA ,NA ,4550 mm,2127(7) 
159,No ,No ,No ,,No ,,,48 V ,,,,Drum Brake ,,,,,,,Day Cabin ,,,Chassis with Cabin ,,MAHINDRA,No ,0 cc,Yes ,,BS-IV ,,,,,,,No ,,Helical spring dampener hydraulic shock absorber ,,,,350,,,,,No ,350,,,,7 bhp  ,45,30 Nm ,,TREO,No ,,,,1757,2746,1350,Yes ,,No ,,,,Rigid axle leaf spring and shock absorber ,,,No ,Standard ,D+3 ,,,Handle Bar ,No ,,No ,No ,Automatic ,No ,2900,,,2050 mm,
160,,,Yes ,,,,,,,,,,,,,,,,Day Cabin ,,Yes ,Chassis with Cabin ,"380 Dia , Single plate, Dry friction type ",TATA,,5600 cc,Yes ,"12V, 100 Ah ",BS-VI ,Cummins 5.6L ,,,,,,,Rigid front axle ,Semi elliptical Leaf spring ,295/95D20 ,300 Ltr,Diesel ,2300,9-Speed ,39,,,,,,,,219 bhp ,60,850 Nm @ 1000-1600 rpm ,,SIGNA-2823-K-DRILL-RIG-BS6,,,,10,,,,Yes ,1100 Kgs,Yes ,,"Single reduction, Extra Heavy duty, hypoid gears, fully floating axle shafts ",,Semi elliptical leaf spring inverted TML bogie suspension Antiroll bar ,295/95D20 ,,Yes ,Standard ,D+2 ,,,Power Steering ,,,,Yes ,Manual ,,,,,5580 mm,
161,No ,Yes ,Yes ,,Yes ,No ,No ,,No ,No ,Customizable ,Air Brakes ,No ,No ,No ,No ,. ,No ,NA ,No ,No ,Chassis with Cowl ,"380 mm dia, single plate dry type with clutch booster ",ASHOK-LEYLAND,No ,0 cc,Yes ,2 x 12 V ,BS-IV ,H series CRS engine with iEGR technology ,,,No ,No ,No ,Yes ,"Forged I beam, reverse Elliot type ",Semi-elliptic multileaf ,10 x 20-16PR ,400 Ltr,,35000,6-Speed ,,,No ,Yes ,,No ,No ,,180 Bhp  ,,660 Nm  ,,3518,No ,. ,No ,,,,,Yes ,,Yes ,No ,"Heavy duty fully floating, ",No ,Semi-elliptic multileaf ,10 X 20-16PR ,No ,Yes ,Standard ,,No ,,Power Steering ,No ,No ,Yes ,No ,Manual ,Yes ,,No ,No ,0 mm,No 
162,Optional ,,Yes ,,,,,,,,Customizable ,,,,,,,,Day and Sleeper Cabin ,,Yes ,Chassis with Cabin ,395 mm ,MAHINDRA,,7200 cc,Yes ,,BS-IV ,mPOWER FuelSmart 7.2 litre ,,,,,,,,Parabolic ,295/90 R 20 + 10R20 ,330 Ltr,Diesel ,49000,9-Speed ,22,249,,,,,,,273 bhp  ,80,950 Nm  ,,BLAZO-X-49,No ,,,18,,11325,2490,Yes ,,Yes ,,,,Semi elliptical Leaf spring ,295/90 R 20 + 10R20 ,,Yes ,Standard ,D+2 ,,,Power Steering ,,,,Yes ,Manual ,,,,,6770 mm,
